tenant_id,client_id,invoice_amount,days_to_due,client_late_ratio_90d,client_invoice_count_90d,business_late_ratio_30d,month,weekday,is_month_end,label_late
tenant-02,tenant-02-client-035,13987.47,19,0.483135,15,0.162715,12,2,0,1
tenant-02,tenant-02-client-030,12334.05,27,0.24775,26,0.162715,12,2,0,0
tenant-02,tenant-02-client-025,5944.01,8,0.136125,9,0.163786,12,3,0,0
tenant-02,tenant-02-client-010,5663.93,7,0.314166,28,0.163786,12,3,0,1
tenant-02,tenant-02-client-014,1436.47,32,0.093743,31,0.184604,12,4,0,1
tenant-02,tenant-02-client-026,2317.43,60,0.429863,36,0.184604,12,4,0,0
tenant-02,tenant-02-client-032,6128.04,17,0.521277,32,0.184604,12,4,0,0
tenant-02,tenant-02-client-005,13346.95,52,0.257304,31,0.184604,12,4,0,0
tenant-02,tenant-02-client-032,11274.27,33,0.291805,32,0.184604,12,4,0,1
tenant-02,tenant-02-client-041,4431.29,46,0.445683,28,0.184604,12,4,0,0
tenant-02,tenant-02-client-045,12113.67,30,0.4837,37,0.162476,12,5,0,0
tenant-02,tenant-02-client-021,9673.35,27,0.465453,41,0.114611,12,6,0,0
tenant-02,tenant-02-client-036,4849.71,57,0.44684,22,0.114611,12,6,0,0
tenant-02,tenant-02-client-015,9948.5,46,0.170322,16,0.187114,12,0,0,0
tenant-02,tenant-02-client-002,4470.83,13,0.38641,25,0.187114,12,0,0,1
tenant-02,tenant-02-client-032,6542.13,53,0.304755,18,0.187114,12,0,0,1
tenant-02,tenant-02-client-018,10001.28,30,0.049358,50,0.187114,12,0,0,0
tenant-02,tenant-02-client-021,5063.62,46,0.380527,31,0.187114,12,0,0,0
tenant-02,tenant-02-client-032,13795.75,45,0.336707,35,0.187114,12,0,0,1
tenant-03,tenant-03-client-021,7970.76,43,0.332992,3,0.174362,1,0,0,0
tenant-03,tenant-03-client-005,2061.97,13,0.230963,34,0.159668,1,1,0,1
tenant-03,tenant-03-client-024,13615.79,28,0.186078,6,0.159668,1,1,0,0
tenant-03,tenant-03-client-027,9028.44,32,0.066087,45,0.116215,1,2,0,0
tenant-03,tenant-03-client-029,2327.76,55,0.126956,17,0.116215,1,2,0,0
tenant-03,tenant-03-client-002,848.47,60,0.131935,45,0.116215,1,2,0,0
tenant-03,tenant-03-client-015,13305.53,15,0.328664,33,0.116215,1,2,0,0
tenant-03,tenant-03-client-026,387.27,55,0.276106,19,0.116215,1,2,0,0
tenant-03,tenant-03-client-013,8304.6,20,0.217909,15,0.116796,1,3,0,0
tenant-03,tenant-03-client-038,12357.26,39,0.212838,11,0.116796,1,3,0,1
tenant-03,tenant-03-client-041,10450.24,25,0.225445,18,0.116796,1,3,0,1
tenant-03,tenant-03-client-013,10587.9,23,0.125037,22,0.116796,1,3,0,0
tenant-03,tenant-03-client-042,4081.1,8,0.163808,29,0.116796,1,3,0,0
tenant-03,tenant-03-client-008,698.24,58,0.29628,7,0.130459,1,4,0,1
tenant-03,tenant-03-client-037,10331.55,26,0.507712,45,0.130459,1,4,0,0
tenant-03,tenant-03-client-024,6557.26,48,0.142198,41,0.130459,1,4,0,0
tenant-03,tenant-03-client-014,7214.06,26,0.0,1,0.130459,1,4,0,0
tenant-03,tenant-03-client-025,10113.17,36,0.542887,26,0.20468,1,5,0,1
tenant-03,tenant-03-client-036,8402.76,57,0.206643,43,0.20468,1,5,0,0
tenant-03,tenant-03-client-001,13261.41,7,0.339355,20,0.171928,1,0,0,0
tenant-03,tenant-03-client-014,9083.32,34,0.154757,48,0.115354,1,1,0,0
tenant-03,tenant-03-client-003,12591.48,26,0.023336,10,0.139747,1,2,0,0
tenant-03,tenant-03-client-041,10450.34,50,0.303212,2,0.122033,1,3,0,1
tenant-03,tenant-03-client-008,1315.0,22,0.326754,30,0.122033,1,3,0,0
tenant-03,tenant-03-client-037,6778.58,53,0.382693,45,0.112256,1,4,0,0
tenant-03,tenant-03-client-002,635.8,34,0.176792,30,0.112256,1,4,0,0
tenant-03,tenant-03-client-003,9233.75,56,0.130658,18,0.112256,1,4,0,1
tenant-03,tenant-03-client-018,13489.07,19,0.483421,16,0.112441,1,5,0,0
tenant-03,tenant-03-client-028,7878.15,51,0.423343,32,0.193539,1,0,0,0
tenant-03,tenant-03-client-019,5172.8,45,0.535992,24,0.193539,1,0,0,1
tenant-03,tenant-03-client-043,12637.27,53,0.366325,36,0.193539,1,0,0,0
tenant-03,tenant-03-client-027,2534.6,32,0.141087,24,0.193539,1,0,0,0
tenant-03,tenant-03-client-032,9498.86,33,0.169211,24,0.193539,1,0,0,0
tenant-03,tenant-03-client-023,9079.04,35,0.28148,49,0.14328,1,1,0,0
tenant-03,tenant-03-client-022,7148.18,47,0.152199,10,0.14328,1,1,0,0
tenant-03,tenant-03-client-037,2056.56,59,0.543827,14,0.19511,1,2,0,0
tenant-03,tenant-03-client-008,13868.19,41,0.242701,3,0.19511,1,2,0,1
tenant-03,tenant-03-client-011,10387.19,50,0.268142,46,0.176464,1,3,0,1
tenant-03,tenant-03-client-024,7732.5,32,0.244698,34,0.176464,1,3,0,0
tenant-03,tenant-03-client-027,9666.68,13,0.182603,15,0.176464,1,3,0,0
tenant-03,tenant-03-client-013,10060.88,57,0.270036,33,0.176464,1,3,0,0
tenant-03,tenant-03-client-020,3476.65,32,0.351398,20,0.176464,1,3,0,1
tenant-03,tenant-03-client-002,4225.48,20,0.276447,12,0.112351,1,4,0,1
tenant-03,tenant-03-client-029,13320.06,34,0.231162,23,0.112351,1,4,0,0
tenant-03,tenant-03-client-014,4336.56,46,0.165104,38,0.148775,1,5,0,0
tenant-03,tenant-03-client-032,4556.49,8,0.10663,17,0.207701,1,6,0,0
tenant-03,tenant-03-client-035,10804.65,34,0.309461,45,0.207701,1,6,0,0
tenant-03,tenant-03-client-025,656.76,38,0.615862,49,0.209464,1,0,0,1
tenant-03,tenant-03-client-006,3526.01,60,0.333576,46,0.209464,1,0,0,0
tenant-03,tenant-03-client-022,3470.34,37,0.085979,3,0.209464,1,0,0,0
tenant-03,tenant-03-client-029,3125.79,33,0.074852,7,0.209464,1,0,0,0
tenant-03,tenant-03-client-029,1079.1,18,0.138319,30,0.203554,1,1,0,0
tenant-03,tenant-03-client-004,3634.48,14,0.496403,45,0.17537,1,2,0,1
tenant-03,tenant-03-client-011,672.65,45,0.181504,22,0.17537,1,2,0,0
tenant-03,tenant-03-client-005,2883.83,38,0.193117,16,0.17537,1,2,0,0
tenant-03,tenant-03-client-012,10841.78,9,0.075963,20,0.17537,1,2,0,0
tenant-03,tenant-03-client-032,3294.81,35,0.166008,45,0.17537,1,2,0,1
tenant-03,tenant-03-client-039,7931.26,35,0.030735,32,0.184036,1,3,0,1
tenant-03,tenant-03-client-034,12579.93,30,0.223705,41,0.184036,1,3,0,1
tenant-03,tenant-03-client-028,1049.11,12,0.443939,17,0.165728,1,4,0,1
tenant-03,tenant-03-client-033,12879.53,15,0.0,8,0.165728,1,4,0,0
tenant-03,tenant-03-client-013,6311.9,41,0.21182,24,0.165728,1,4,0,0
tenant-03,tenant-03-client-043,2694.88,33,0.370861,8,0.165728,1,4,0,1
tenant-03,tenant-03-client-026,275.37,10,0.347113,33,0.184664,1,5,0,0
tenant-03,tenant-03-client-020,12339.74,15,0.374318,21,0.163052,1,6,0,0
tenant-03,tenant-03-client-013,9336.82,37,0.129441,31,0.163052,1,6,0,0
tenant-03,tenant-03-client-005,2148.04,15,0.226648,33,0.195869,1,0,0,0
tenant-03,tenant-03-client-005,7978.26,22,0.37257,41,0.195869,1,0,0,1
tenant-03,tenant-03-client-015,11612.3,33,0.432563,4,0.195869,1,0,0,1
tenant-03,tenant-03-client-026,503.99,49,0.381359,47,0.195869,1,0,0,0
tenant-03,tenant-03-client-015,10510.69,15,0.399569,31,0.195869,1,0,0,0
tenant-03,tenant-03-client-034,4112.27,56,0.197127,5,0.134134,1,1,0,1
tenant-03,tenant-03-client-006,9898.1,56,0.367565,10,0.134134,1,1,0,1
tenant-03,tenant-03-client-022,4332.54,41,0.08699,39,0.156451,1,2,1,0
tenant-03,tenant-03-client-033,6890.49,55,0.097706,45,0.156451,1,2,1,0
tenant-03,tenant-03-client-039,9294.8,43,0.055371,9,0.156451,1,2,1,0
tenant-03,tenant-03-client-040,8883.36,23,0.211501,41,0.163274,2,3,0,0
tenant-03,tenant-03-client-033,3282.45,27,0.092055,16,0.163274,2,3,0,0
tenant-03,tenant-03-client-022,7305.28,33,0.071828,18,0.163274,2,3,0,0
tenant-03,tenant-03-client-009,11255.15,51,0.325915,19,0.199055,2,4,0,0
tenant-03,tenant-03-client-036,4577.46,58,0.140496,30,0.199055,2,4,0,0
tenant-03,tenant-03-client-019,8983.7,20,0.616077,39,0.199055,2,4,0,1
tenant-03,tenant-03-client-042,11356.94,30,0.11299,16,0.199055,2,4,0,0
tenant-03,tenant-03-client-030,7579.23,16,0.368676,17,0.199055,2,4,0,0
tenant-03,tenant-03-client-001,1043.66,58,0.455214,17,0.208387,2,5,0,0
tenant-03,tenant-03-client-038,11517.68,39,0.218433,37,0.208387,2,5,0,0
tenant-03,tenant-03-client-031,6187.95,27,0.124936,8,0.169527,2,6,0,0
tenant-03,tenant-03-client-004,689.56,11,0.398177,18,0.169527,2,6,0,1
tenant-03,tenant-03-client-028,2963.91,49,0.247642,37,0.202575,2,0,0,0
tenant-03,tenant-03-client-016,3319.18,46,0.27766,39,0.138419,2,1,0,0
tenant-03,tenant-03-client-016,2225.64,42,0.216724,38,0.138419,2,1,0,0
tenant-03,tenant-03-client-025,2939.6,46,0.627525,2,0.138419,2,1,0,0
tenant-03,tenant-03-client-008,1448.09,33,0.17609,15,0.190955,2,2,0,0
tenant-03,tenant-03-client-015,3999.05,7,0.413073,16,0.190955,2,2,0,0
tenant-03,tenant-03-client-025,6312.77,21,0.601799,7,0.190955,2,2,0,1
tenant-03,tenant-03-client-025,11926.14,55,0.403978,25,0.183916,2,3,0,1
tenant-03,tenant-03-client-032,6180.71,40,0.015777,22,0.183916,2,3,0,0
tenant-03,tenant-03-client-024,2125.88,11,0.287909,39,0.170655,2,4,0,1
tenant-03,tenant-03-client-026,2994.98,27,0.255196,23,0.170655,2,4,0,0
tenant-03,tenant-03-client-015,5386.68,37,0.416752,2,0.170655,2,4,0,0
tenant-03,tenant-03-client-005,6397.17,58,0.28508,2,0.170655,2,4,0,0
tenant-03,tenant-03-client-029,12739.53,12,0.133564,28,0.153629,2,5,0,0
tenant-03,tenant-03-client-017,6762.01,17,0.319191,15,0.153629,2,5,0,0
tenant-03,tenant-03-client-025,5180.26,55,0.420045,15,0.19459,2,6,0,1
tenant-03,tenant-03-client-006,7410.52,23,0.217832,29,0.115007,2,0,0,0
tenant-03,tenant-03-client-012,3299.75,26,0.157042,11,0.115007,2,0,0,1
tenant-03,tenant-03-client-004,8067.81,57,0.414612,48,0.115007,2,0,0,0
tenant-03,tenant-03-client-011,3399.08,58,0.223721,13,0.115007,2,0,0,0
tenant-03,tenant-03-client-018,11463.98,18,0.347691,35,0.115007,2,0,0,0
tenant-03,tenant-03-client-012,3529.57,7,0.237418,21,0.125272,2,1,0,0
tenant-03,tenant-03-client-002,7072.67,10,0.110198,26,0.125272,2,1,0,1
tenant-03,tenant-03-client-039,11699.81,43,0.05371,18,0.134193,2,2,0,0
tenant-03,tenant-03-client-016,2369.77,45,0.150857,49,0.134193,2,2,0,1
tenant-03,tenant-03-client-032,9524.05,32,0.068431,36,0.156077,2,3,0,0
tenant-03,tenant-03-client-042,13212.8,29,0.157592,39,0.156077,2,3,0,0
tenant-03,tenant-03-client-017,7385.77,33,0.235072,11,0.156077,2,3,0,0
tenant-03,tenant-03-client-024,11806.21,14,0.304043,39,0.117342,2,4,0,1
tenant-03,tenant-03-client-002,4485.89,19,0.08166,49,0.117342,2,4,0,0
tenant-03,tenant-03-client-038,11092.48,54,0.273292,9,0.154994,2,5,0,1
tenant-03,tenant-03-client-017,6876.45,36,0.225965,46,0.200366,2,0,0,0
tenant-03,tenant-03-client-027,13439.5,22,0.24418,10,0.200366,2,0,0,1
tenant-03,tenant-03-client-025,12432.21,34,0.542028,5,0.145056,2,1,0,0
tenant-03,tenant-03-client-031,1060.45,28,0.165884,13,0.114052,2,2,0,1
tenant-03,tenant-03-client-007,2145.63,52,0.118819,36,0.114052,2,2,0,0
tenant-03,tenant-03-client-034,5273.18,35,0.173439,26,0.114052,2,2,0,0
tenant-03,tenant-03-client-021,4074.79,10,0.261559,34,0.114052,2,2,0,0
tenant-03,tenant-03-client-003,9368.52,42,0.140026,47,0.186364,2,3,0,0
tenant-03,tenant-03-client-010,13069.31,31,0.514898,22,0.186364,2,3,0,0
tenant-03,tenant-03-client-018,2118.05,55,0.340264,13,0.186364,2,3,0,0
tenant-03,tenant-03-client-003,730.91,7,0.00696,9,0.186364,2,3,0,0
tenant-03,tenant-03-client-037,3661.45,20,0.583749,1,0.152691,2,4,0,1
tenant-03,tenant-03-client-031,11043.73,21,0.311034,30,0.152691,2,4,0,0
tenant-03,tenant-03-client-022,8681.16,30,0.23785,31,0.191169,2,0,0,0
tenant-03,tenant-03-client-022,8885.56,27,0.045833,34,0.191169,2,0,0,0
tenant-03,tenant-03-client-034,9594.51,58,0.28006,39,0.191169,2,0,0,0
tenant-03,tenant-03-client-028,6829.54,28,0.305408,33,0.191169,2,0,0,0
tenant-03,tenant-03-client-020,11247.23,23,0.351119,7,0.20521,2,1,0,0
tenant-03,tenant-03-client-016,6565.14,16,0.308083,7,0.198075,2,2,0,0
tenant-03,tenant-03-client-026,5939.77,28,0.177443,20,0.198075,2,2,0,0
tenant-03,tenant-03-client-004,6166.45,59,0.409357,28,0.187497,2,3,1,1
tenant-03,tenant-03-client-016,6872.9,38,0.281933,26,0.121823,3,4,0,0
tenant-03,tenant-03-client-019,3496.11,58,0.507157,11,0.121823,3,4,0,0
tenant-03,tenant-03-client-006,1517.16,12,0.184102,48,0.121823,3,4,0,0
tenant-03,tenant-03-client-001,6660.37,9,0.302482,9,0.209184,3,6,0,0
tenant-03,tenant-03-client-006,681.17,26,0.206058,22,0.176606,3,0,0,1
tenant-03,tenant-03-client-003,8647.36,59,0.149772,13,0.176606,3,0,0,0
tenant-03,tenant-03-client-032,1612.63,44,0.086183,19,0.176606,3,0,0,0
tenant-03,tenant-03-client-030,8533.61,23,0.377672,11,0.123862,3,1,0,1
tenant-03,tenant-03-client-039,3226.23,25,0.037147,3,0.123862,3,1,0,0
tenant-03,tenant-03-client-031,11366.56,29,0.164938,33,0.123862,3,1,0,0
tenant-03,tenant-03-client-016,11144.29,26,0.219098,43,0.190697,3,2,0,1
tenant-03,tenant-03-client-010,630.75,10,0.566384,38,0.190697,3,2,0,0
tenant-03,tenant-03-client-009,2192.66,11,0.465211,19,0.190697,3,2,0,0
tenant-03,tenant-03-client-031,6162.45,14,0.251787,42,0.190697,3,2,0,0
tenant-03,tenant-03-client-014,12550.78,48,0.031821,3,0.203744,3,3,0,0
tenant-03,tenant-03-client-004,555.55,58,0.46588,17,0.203744,3,3,0,1
tenant-03,tenant-03-client-026,10998.1,27,0.189868,29,0.203744,3,3,0,0
tenant-03,tenant-03-client-037,12169.7,18,0.554504,1,0.17584,3,4,0,1
tenant-03,tenant-03-client-006,6878.09,28,0.192151,10,0.17584,3,4,0,0
tenant-03,tenant-03-client-032,13404.03,19,0.0,47,0.17584,3,4,0,1
tenant-03,tenant-03-client-024,9993.75,58,0.176569,40,0.17584,3,4,0,0
tenant-03,tenant-03-client-010,4735.35,49,0.534923,48,0.130171,3,5,0,1
tenant-03,tenant-03-client-034,13911.6,46,0.140468,40,0.130171,3,5,0,0
tenant-03,tenant-03-client-003,6434.74,53,0.091591,38,0.130171,3,5,0,0
tenant-03,tenant-03-client-027,8299.77,57,0.142775,5,0.143261,3,0,0,0
tenant-03,tenant-03-client-039,8057.94,27,0.0,38,0.143261,3,0,0,0
tenant-03,tenant-03-client-003,11456.3,49,0.021276,38,0.143261,3,0,0,0
tenant-03,tenant-03-client-029,3437.04,7,0.083845,28,0.13218,3,1,0,0
tenant-03,tenant-03-client-035,13166.05,8,0.377002,33,0.191442,3,2,0,0
tenant-03,tenant-03-client-020,10792.34,49,0.272535,4,0.191442,3,2,0,0
tenant-03,tenant-03-client-036,4111.29,14,0.223027,16,0.191442,3,2,0,0
tenant-03,tenant-03-client-012,7685.48,19,0.19654,1,0.191442,3,2,0,0
tenant-03,tenant-03-client-031,407.19,15,0.266846,48,0.191442,3,2,0,0
tenant-03,tenant-03-client-017,5888.19,34,0.289315,14,0.191442,3,2,0,0
tenant-03,tenant-03-client-035,9718.82,47,0.186845,5,0.140949,3,3,0,1
tenant-03,tenant-03-client-001,13355.77,11,0.417422,50,0.140949,3,3,0,1
tenant-03,tenant-03-client-012,1693.59,35,0.061265,22,0.140949,3,3,0,0
tenant-03,tenant-03-client-031,9391.82,24,0.176904,6,0.161078,3,4,0,1
tenant-03,tenant-03-client-013,7688.83,23,0.082426,47,0.161078,3,4,0,0
tenant-03,tenant-03-client-006,13890.67,17,0.264169,10,0.161078,3,4,0,0
tenant-03,tenant-03-client-013,6764.22,55,0.162384,41,0.161078,3,4,0,0
tenant-03,tenant-03-client-033,10888.97,32,0.0,14,0.120357,3,5,0,0
tenant-03,tenant-03-client-038,10498.55,11,0.171935,48,0.120357,3,5,0,0
tenant-03,tenant-03-client-030,5495.39,48,0.271027,24,0.165746,3,6,0,0
tenant-03,tenant-03-client-001,8044.64,8,0.456682,43,0.165746,3,6,0,1
tenant-03,tenant-03-client-030,1302.93,60,0.365956,7,0.206958,3,0,0,1
tenant-03,tenant-03-client-036,13946.36,53,0.082645,49,0.157343,3,1,0,1
tenant-03,tenant-03-client-041,4520.89,26,0.289262,35,0.157343,3,1,0,0
tenant-03,tenant-03-client-043,13501.4,15,0.298529,45,0.203905,3,2,0,1
tenant-03,tenant-03-client-005,13654.8,30,0.31134,5,0.194974,3,3,0,1
tenant-03,tenant-03-client-002,13739.8,27,0.248642,12,0.194974,3,3,0,0
tenant-03,tenant-03-client-039,8441.7,13,0.0,24,0.194974,3,3,0,0
tenant-03,tenant-03-client-012,8120.59,44,0.087685,6,0.198841,3,4,0,0
tenant-03,tenant-03-client-036,10597.19,12,0.132621,46,0.198841,3,4,0,0
tenant-03,tenant-03-client-020,12699.71,49,0.177447,20,0.198841,3,4,0,0
tenant-03,tenant-03-client-027,1410.39,28,0.206753,18,0.201884,3,5,0,1
tenant-03,tenant-03-client-031,710.24,58,0.188839,24,0.110401,3,6,0,1
tenant-03,tenant-03-client-036,12542.94,22,0.081052,6,0.110401,3,6,0,0
tenant-03,tenant-03-client-007,8876.04,8,0.106534,31,0.110401,3,6,0,1
tenant-03,tenant-03-client-027,193.38,40,0.167296,18,0.133859,3,0,0,0
tenant-03,tenant-03-client-032,7720.19,10,0.0,28,0.133859,3,0,0,1
tenant-03,tenant-03-client-034,4182.76,15,0.326962,26,0.133859,3,0,0,0
tenant-03,tenant-03-client-018,3576.55,14,0.418752,46,0.133859,3,0,0,1
tenant-03,tenant-03-client-008,5748.96,19,0.178709,48,0.133859,3,0,0,1
tenant-03,tenant-03-client-042,8173.23,49,0.050787,16,0.133859,3,0,0,0
tenant-03,tenant-03-client-026,1965.51,20,0.388228,18,0.183125,3,1,0,0
tenant-03,tenant-03-client-001,5857.38,28,0.339839,14,0.192997,3,2,0,0
tenant-03,tenant-03-client-021,13684.23,31,0.245538,43,0.19688,3,3,0,0
tenant-03,tenant-03-client-023,2729.45,49,0.210334,43,0.130678,3,4,0,0
tenant-03,tenant-03-client-004,3619.3,34,0.410451,30,0.130678,3,4,0,0
tenant-03,tenant-03-client-014,5858.05,25,0.012438,10,0.162428,3,5,0,0
tenant-03,tenant-03-client-031,11025.45,40,0.232158,5,0.162428,3,5,0,0
tenant-03,tenant-03-client-018,11771.82,31,0.356408,18,0.130092,3,6,1,0
tenant-03,tenant-03-client-002,10960.39,48,0.170109,32,0.130092,3,6,1,0
tenant-03,tenant-03-client-024,7365.75,51,0.152278,7,0.120982,4,0,0,0
tenant-03,tenant-03-client-026,401.76,43,0.215866,7,0.120982,4,0,0,0
tenant-03,tenant-03-client-037,11210.05,40,0.496507,12,0.195585,4,1,0,1
tenant-03,tenant-03-client-002,4663.99,51,0.210739,50,0.195585,4,1,0,1
tenant-03,tenant-03-client-013,2720.72,53,0.251063,20,0.195585,4,1,0,0
tenant-03,tenant-03-client-018,8256.35,47,0.478659,26,0.195585,4,1,0,1
tenant-03,tenant-03-client-023,1453.73,37,0.199174,40,0.195585,4,1,0,1
tenant-03,tenant-03-client-016,7510.91,38,0.244109,15,0.145688,4,2,0,0
tenant-03,tenant-03-client-007,7964.41,15,0.15269,15,0.145688,4,2,0,0
tenant-03,tenant-03-client-035,13943.87,11,0.331981,7,0.145688,4,2,0,1
tenant-03,tenant-03-client-014,3152.37,13,0.00596,3,0.132073,4,3,0,0
tenant-03,tenant-03-client-018,9045.11,35,0.340334,14,0.132073,4,3,0,0
tenant-03,tenant-03-client-039,7572.05,47,0.000623,49,0.190542,4,4,0,0
tenant-03,tenant-03-client-001,12976.05,38,0.423514,14,0.17573,4,5,0,1
tenant-03,tenant-03-client-037,3974.06,34,0.429652,45,0.168288,4,6,0,0
tenant-03,tenant-03-client-011,493.36,13,0.216298,41,0.168288,4,6,0,1
tenant-03,tenant-03-client-003,10286.27,19,0.007716,14,0.133422,4,0,0,1
tenant-03,tenant-03-client-029,3251.68,15,0.100672,3,0.133422,4,0,0,1
tenant-03,tenant-03-client-028,2256.54,11,0.346966,11,0.193475,4,1,0,0
tenant-03,tenant-03-client-035,2550.33,60,0.194597,27,0.193475,4,1,0,1
tenant-03,tenant-03-client-010,5880.93,34,0.524276,15,0.193475,4,1,0,0
tenant-03,tenant-03-client-034,13305.54,44,0.329527,38,0.198383,4,2,0,1
tenant-03,tenant-03-client-039,7515.93,43,0.171601,14,0.198383,4,2,0,0
tenant-03,tenant-03-client-029,3994.95,23,0.123777,39,0.198383,4,2,0,0
tenant-03,tenant-03-client-002,2844.22,25,0.263224,25,0.198383,4,2,0,1
tenant-03,tenant-03-client-038,1721.02,51,0.333714,9,0.198383,4,2,0,0
tenant-03,tenant-03-client-026,12741.54,44,0.334999,46,0.166006,4,3,0,0
tenant-03,tenant-03-client-009,3457.9,10,0.486316,33,0.19758,4,4,0,1
tenant-03,tenant-03-client-035,7785.61,28,0.297567,34,0.19758,4,4,0,0
tenant-03,tenant-03-client-009,11614.17,9,0.398045,28,0.19758,4,4,0,1
tenant-03,tenant-03-client-015,9819.0,12,0.287471,34,0.19758,4,4,0,1
tenant-03,tenant-03-client-041,7708.56,54,0.169184,49,0.19758,4,4,0,0
tenant-03,tenant-03-client-001,10947.06,56,0.398353,43,0.112996,4,5,0,0
tenant-03,tenant-03-client-041,8251.47,12,0.137643,45,0.126492,4,0,0,1
tenant-03,tenant-03-client-035,9107.96,10,0.348184,41,0.126492,4,0,0,0
tenant-03,tenant-03-client-023,4462.28,50,0.342795,8,0.126492,4,0,0,1
tenant-03,tenant-03-client-006,7695.36,16,0.342419,39,0.13608,4,1,0,1
tenant-03,tenant-03-client-034,12754.32,11,0.135443,10,0.13608,4,1,0,0
tenant-03,tenant-03-client-003,4479.9,37,0.081996,3,0.13608,4,1,0,1
tenant-03,tenant-03-client-017,12414.8,31,0.267116,23,0.11028,4,2,0,0
tenant-03,tenant-03-client-026,5362.77,14,0.257085,16,0.163004,4,3,0,0
tenant-03,tenant-03-client-021,5249.58,10,0.19544,24,0.163004,4,3,0,0
tenant-03,tenant-03-client-003,7789.3,9,0.073026,41,0.163004,4,3,0,1
tenant-03,tenant-03-client-036,6505.13,29,0.186244,2,0.195603,4,4,0,0
tenant-03,tenant-03-client-034,2684.56,11,0.157544,4,0.195603,4,4,0,1
tenant-03,tenant-03-client-026,3629.07,40,0.371621,8,0.195603,4,4,0,0
tenant-03,tenant-03-client-017,8803.03,23,0.156903,42,0.195603,4,4,0,0
tenant-03,tenant-03-client-016,7277.41,31,0.324036,46,0.195603,4,4,0,1
tenant-03,tenant-03-client-005,2084.03,32,0.354448,40,0.134223,4,5,0,0
tenant-03,tenant-03-client-011,407.45,33,0.251166,49,0.150764,4,6,0,0
tenant-03,tenant-03-client-007,4417.04,56,0.073834,17,0.153089,4,0,0,0
tenant-03,tenant-03-client-019,13242.89,47,0.464091,25,0.153089,4,0,0,1
tenant-03,tenant-03-client-019,12143.88,9,0.523277,12,0.153089,4,0,0,0
tenant-03,tenant-03-client-022,7663.35,18,0.054491,19,0.153089,4,0,0,0
tenant-03,tenant-03-client-043,1294.34,31,0.335227,20,0.153089,4,0,0,1
tenant-03,tenant-03-client-034,7132.4,8,0.147477,50,0.205997,4,1,0,1
tenant-03,tenant-03-client-033,7320.21,60,0.035784,18,0.205997,4,1,0,0
tenant-03,tenant-03-client-004,9470.65,28,0.441913,3,0.205997,4,1,0,0
tenant-03,tenant-03-client-019,3434.78,20,0.659226,14,0.205997,4,1,0,1
tenant-03,tenant-03-client-034,3697.11,27,0.122592,46,0.205997,4,1,0,0
tenant-03,tenant-03-client-039,6431.85,36,0.153596,47,0.119006,4,2,0,1
tenant-03,tenant-03-client-006,8876.53,19,0.234092,32,0.13411,4,3,0,0
tenant-03,tenant-03-client-015,664.25,33,0.425601,3,0.13411,4,3,0,0
tenant-03,tenant-03-client-032,10646.57,27,0.0,25,0.186135,4,4,0,0
tenant-03,tenant-03-client-036,10117.57,40,0.003438,1,0.186135,4,4,0,0
tenant-03,tenant-03-client-002,8254.93,28,0.177415,50,0.186135,4,4,0,0
tenant-03,tenant-03-client-034,12949.65,22,0.183819,45,0.186135,4,4,0,0
tenant-03,tenant-03-client-017,10242.14,59,0.143044,39,0.186135,4,4,0,0
tenant-03,tenant-03-client-026,5226.52,57,0.190114,23,0.178012,4,6,0,0
tenant-03,tenant-03-client-005,11342.17,40,0.376999,41,0.178012,4,6,0,0
tenant-03,tenant-03-client-034,6745.57,60,0.234043,2,0.133135,4,0,0,0
tenant-03,tenant-03-client-011,11431.46,17,0.224665,14,0.133135,4,0,0,1
tenant-03,tenant-03-client-022,5925.57,12,0.232596,17,0.137502,4,1,1,0
tenant-03,tenant-03-client-019,1925.13,41,0.65225,27,0.137502,4,1,1,1
tenant-03,tenant-03-client-002,10918.9,28,0.19598,16,0.137502,4,1,1,0
tenant-03,tenant-03-client-003,7328.43,13,0.139404,8,0.137502,4,1,1,0
tenant-03,tenant-03-client-004,7341.16,20,0.466127,24,0.204385,5,2,0,1
tenant-03,tenant-03-client-030,1128.79,54,0.247227,14,0.148628,5,3,0,1
tenant-03,tenant-03-client-028,7185.97,18,0.370561,28,0.14558,5,4,0,0
tenant-03,tenant-03-client-028,10711.16,48,0.382354,10,0.14558,5,4,0,0
tenant-03,tenant-03-client-019,10525.33,9,0.484594,8,0.14558,5,4,0,1
tenant-03,tenant-03-client-013,4875.42,22,0.285132,31,0.208515,5,5,0,0
tenant-03,tenant-03-client-034,2014.55,9,0.149368,14,0.208515,5,5,0,0
tenant-03,tenant-03-client-029,9712.58,8,0.269723,39,0.176703,5,0,0,0
tenant-03,tenant-03-client-019,4086.41,18,0.598007,2,0.180755,5,1,0,1
tenant-03,tenant-03-client-011,5711.63,45,0.216557,46,0.180755,5,1,0,0
tenant-03,tenant-03-client-040,8069.29,31,0.304755,50,0.180755,5,1,0,0
tenant-03,tenant-03-client-039,10474.74,50,0.125393,44,0.180755,5,1,0,1
tenant-03,tenant-03-client-034,4222.2,41,0.232296,24,0.180755,5,1,0,0
tenant-03,tenant-03-client-007,4206.38,56,0.267074,33,0.143035,5,2,0,0
tenant-03,tenant-03-client-013,13351.64,19,0.122441,7,0.143035,5,2,0,0
